wkt_geom,DEPOSIT_NA,CRITICAL_M,DEPOSIT_TY,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Point (-93.74392099985419691 51.0615269997712744),Red Lake,Tellurium,Te in Orogenic Au,51.061527,-93.743921,Canada,
Point (127.00391499967759046 50.36614199995341323),Sandaowanzi,Tellurium,Te in Epithermal Au-Ag,50.366142,127.003915,China,
Point (168.866666700108226 67.68333333006916064),Sentyabr-sky,Tellurium,Te in Epithermal Au-Ag,67.68333333,168.8666667,Russia,
Point (23.70361111026460321 40.47222222007945902),Skouriés,Tellurium,Te in Porphyry Cu,40.47222222,23.70361111,Greece,
Point (146.0301294996767183 -41.49274211016023628),Stormont,Tellurium,Skarn,-41.49274211,146.0301295,Australia,
Point (-127.2891147561410321 53.3620072025703962),Deer Horn,Tellurium,Te in Epithermal Au-Ag,53.3620072,-127.2891148,Canada,
Point (128.90654471066989117 37.12978457639712815),Geodo,Tellurium,Skarn,37.12978458,128.9065447,South Korea,
Point (-6.26972782967555986 43.37914887002438036),La Ortosa,Tellurium,Skarn,43.37914887,-6.26972783,Spain,
Point (30.53138999994860114 -23.8966900000434066),Antimony Line (Consolidated Murchison),Antimony,Simple Quartz-Stibnite,-23.89669,30.53139,South Africa,
Point (113.30324999998754265 2.59430000004499561),Bau,Antimony,Deposit type unclassified,2.5943,113.30325,Malaysia,
Point (70.93572000017792334 41.37317999985714323),Chatkal Range,Antimony,Deposit type unclassified,41.37318,70.93572,Kyrgyzstan,
Point (-134.46644999966770229 58.30614000036075595),Eagle Creek,Antimony,Deposit type unclassified,58.30614,-134.46645,United States of America,Alaska
Point (-66.01611000027622822 -21.33088999957379883),"Jijikrut, Chulboi",Antimony,Deposit type unclassified,-21.33089,-66.01611,Bolivia,
Point (-65.84249999997496161 -19.76231999976812403),"Kharma, Chilcobija",Antimony,Au-Sb,-19.76232,-65.8425,Bolivia,
Point (19.25193000026933987 44.44871000016644302),Krupanj-Zajaca,Antimony,Deposit type unclassified,44.44871,19.25193,Serbia,
Point (-122.36130000039469223 38.83704999975770988),McLaughlin,Antimony,Deposit type unclassified,38.83705,-122.3613,United States of America,California
Point (-66.08277000043511862 -22.75585999983906049),Tupiza area,Antimony,Deposit type unclassified,-22.75586,-66.08277,Argentina,
Point (-115.33262999987454123 44.92681999964332817),Yellow Pine,Antimony,Deposit type unclassified,44.92682,-115.33263,United States of America,Idaho
Point (97.43318000005700696 23.06604999990764782),Bawdin,Antimony,Deposit type unclassified,23.06605,97.43318,Myanmar,
Point (144.79113699987271957 -36.88463199986688323),Costerfield,Antimony,Simple Sb,-36.884632,144.791137,Australia,
Point (16.27849500014417572 47.34507800044940495),Stadtschlaining,Antimony,Deposit type unclassified,47.345078,16.278495,Austria,
Point (36.00158000011697368 39.99860999995161137),Turhal,Antimony,Deposit type unclassified,39.99861,36.00158,Turkey,
Point (-150.22409999991504037 67.46890000033482693),Workman’s Bench,Antimony,Deposit type unclassified,67.4689,-150.2241,United States of America,Alaska
Point (111.48333333336671558 27.7833333333666701),Xikuangshan,Antimony,Simple Quartz-Stibnite,27.78333333,111.4833333,China,
Point (-8.43371257007902386 41.07414597215893082),Alto do Sobrido,Antimony,Au-Sb,41.07414597,-8.43371257,Portugal,
Point (-66.55354164622997359 -18.68073662189755169),Bolivian antimony belt,Antimony,Au-Sb,-18.68073662,-66.55354165,Bolivia,
Point (110.20575795816330356 41.45271495523104477),Yinshan belt,Antimony,Deposit type unclassified,41.45271496,110.205758,China,
Point (148.59999999990009201 -32.42000000039968199),Dubbo,Niobium and Tantalum; Rare-Earth Elements,Alkaline granite and syenite; Peralkaline,-32.42,148.6,Australia,New South Wales
Point (-165.22889999973517661 65.71030000024484252),Kougarok,Niobium and Tantalum; Tin,Rare-metal granite; Sn greisen,65.7103,-165.2289,United States of America,Alaska
Point (-64.07000000009986707 51.38000000029984449),Magpie Mountain,Titanium; Vanadium,Layered mafic intrusion; Vanadiferous Titanomagnetite,51.38,-64.07,Canada,
Point (120.03999999960035439 -33.56000000009987616),Mount Cattlin,Beryllium; Niobium and Tantalum,Pegmatite; Lithium-Cesium-Tantalum type pegmatite,-33.56,120.04,Australia,
Point (-115.53398794428818519 35.48086605762250656),Mountain Pass,Barite; Rare-Earth Elements,"Vein, cavity-fill, metasomatic; Carbonatite",35.48086606,-115.5339879,United States of America,California
Point (-162.85670599988196727 68.0613259996952138),Red Dog,Barite; Gallium; Germanium,Bedded-sedimentary; Ga in Clastic-dominated Pb-Zn; Sedimentary exhalative Pb-Zn,68.061326,-162.856706,United States of America,Alaska
Point (-118.29999999999995453 34.37000000029985358),San Gabriel Mountains,Vanadium; Titanium,Vanadiferous Titanomagnetite; Magmatic deposits in igneous and related rocks,34.37,-118.3,United States of America,California
Point (-157.08000000019981712 60.04999999970027602),Sleitat Mountain,Tin,Sn greisen,60.05,-157.08,United States of America,Alaska
Point (-113.19707885390596402 39.72164313102570077),Spor Mountain,Beryllium; Fluorite,Volcanogenic-hosted Be; Peralkaline to Alkaline-Intrusion-Related F,39.72164313,-113.1970789,United States of America,Utah
Point (-82.08268000028175493 35.94292200025017792),Spruce Pine,Beryllium; Lithium,Non-pegmatite; Li-Cs-Ta type pegmatite,35.942922,-82.08268,United States of America,North Carolina
Point (-109.87526671708531012 45.38941468563928083),Stillwater Complex,Tellurium; Platinum-Group Elements,"Magmatic Cu-Ni-PGM Sulfide; Reef, sulfide",45.38941469,-109.8752667,United States of America,Montana
Point (-64.1199999999999477 56.30000000000006821),Strange Lake,Beryllium; Niobium and Tantalum; Rare-Earth Elements,Peralkaline intrusion Be,56.3,-64.12,Canada,Quebec/Labrador
Point (-112.5999999997001737 62.10999999990013976),Thor Lake,Beryllium; Niobium and Tantalum; Rare-Earth Elements,Peralkaline intrusion Be,62.11,-112.6,Canada,
Point (-112.57172249339834025 33.96294939989496697),White Picacho,Beryllium; Lithium,Pegmatite,33.9629494,-112.5717225,United States of America,Arizona
Point (118.6799999998002022 -21.18000000019981144),Wodgina,Beryllium; Lithium; Niobium and Tantalum,Pegmatite; Li-Cs-Ta type pegmatite,-21.18,118.68,Australia,
Point (145.3599999999001966 -41.75000000009987389),Mount Lindsay,Beryllium; Tin,Non-pegmatite; Hydrothermal,-41.75,145.36,Australia,Tasmania
Point (-118.14194144883873605 41.8855066778909304),Kings Valley,Lithium,Li-Clay,41.88550668,-118.1419414,United States of America,Nevada
Point (137.11313600002642943 -4.05581400001602788),Ertsberg,Tellurium,Skarn,-4.055814,137.113136,Indonesia,
Point (43.68333333306691202 42.49999999970026465),Chordi,Barite,"Vein, cavity-fill, metasomatic",42.5,43.68333333,Georgia,
Point (-103.8134297543796265 44.11298101506184821),Black Hills,Beryllium; Lithium; Tellurium,Be Type Rare-Metal Pegmatite; Te in Epithermal Au-Ag,44.11298102,-103.8134298,United States of America,South Dakota
Point (-94.02764295815597961 46.37782673381678933),Cuyuna Range,Manganese,Deposit type unclassified,46.37782673,-94.02764296,United States of America,Minnesota
Point (-68.15443287747530121 46.7119531773972767),Aroostook County,Manganese,Deposit type unclassified,46.71195318,-68.15443288,United States of America,Maine
Point (-168.01791024006550401 65.58066412395021416),Cape Mountain,Tin,Deposit type unclassified,65.58066412,-168.0179102,United States of America,Alaska
Point (-150.34318633128413012 64.85909173219772583),Tofty,Tin,Deposit type unclassified,64.85909173,-150.3431863,United States of America,Alaska
Point (-152.47293515213553405 66.1418439936054483),Sithylemenkat,Tin,Deposit type unclassified,66.14184399,-152.4729352,United States of America,Alaska
Point (-145.32117435411311135 65.65305104197204855),Lime Peak,Tin,Deposit type unclassified,65.65305104,-145.3211744,United States of America,Alaska
Point (-144.54689380250695763 65.27790975113418881),Circle Hot Springs,Tin,Deposit type unclassified,65.27790975,-144.5468938,United States of America,Alaska
Point (-149.88800193753934309 62.91284811524838005),Coal Creek,Tin,Deposit type unclassified,62.91284812,-149.8880019,United States of America,Alaska
Point (-7.59000000019977961 52.79999999980020675),Galmoy,Gallium,Ga in Mississippi Valley-type Pb-Zn,52.8,-7.59,Ireland,
Point (-82.04001421088707957 30.01357145625775047),Trail Ridge,Titanium; Zirconium and Hafnium,Beach (strandline) and (or) coastal dune; Coastal placer or paleoplacer,30.01357146,-82.04001421,United States of America,Florida
Point (119.11208099993825726 -27.41607200012265366),Barrambie,Titanium; Vanadium,Vanadiferous Titanomagnetite; Magmatic deposits in igneous and related rocks,-27.416072,119.112081,Australia,
Point (31.42796899956971401 -19.96094399976573186),Bikita,Lithium; Beryllium,Be Type Rare-Metal Pegmatite,-19.960944,31.427969,Zimbabwe,
Point (-47.79972000027777312 -18.12999999999993861),Catalao No. 1 Mine,Niobium and Tantalum; Titanium,Carbonatite; Weathered alkalic rocks,-18.13,-47.79972,Brazil,
Point (-70.45807300026871189 -34.08758300035515276),El Teniente,Rhenium; Titanium,Porphyry Cu-(Mo-Au),-34.087583,-70.458073,Chile,
Point (115.28414889305702218 -29.87266291336271706),Eneabba,Zirconium and Hafnium; Titanium,Coastal placer or paleoplacer,-29.87266291,115.2841489,Australia,Perth Basin
Point (-66.75611667554409223 -18.402776401409767),Bolivar deposit,Indium,Polymetallic Sn veins,-18.4027764,-66.75611668,Bolivia,
Point (-65.97684319585675894 -19.70553130192797653),Porco deposit,Indium,Polymetallic Sn veins,-19.7055313,-65.9768432,Bolivia,
Point (-65.6437186545921918 -19.2950742782552993),Huari Huari deposit,Indium,Polymetallic Sn veins,-19.29507428,-65.64371865,Bolivia,
Point (-65.72699978990834779 -19.53302037928705204),Potosi deposit,Indium,Polymetallic Sn veins,-19.53302038,-65.72699979,Bolivia,
Point (-65.72699978990834779 -19.65794208136190946),San Lorenzo deposit,Indium,Polymetallic Sn veins,-19.65794208,-65.72699979,Bolivia,
Point (141.04199400012305432 42.98147899985599452),Toyoha Mine,Indium,Pb-Zn-Ag-In Vein,42.981479,141.041994,Japan,
Point (99.96906278282125413 23.77275219335911061),Lincang Mine,Germanium,Coal and Lignite,23.77275219,99.96906278,China,Yunnan Province
Point (30.29421950752430348 -23.930884472540356),Murchison greenstone belt,Indium,Volcanogenic Massive Sulfide,-23.93088447,30.29421951,South Africa,Limpopo Province
Point (-85.93440203152852064 36.19693638900321275),Gordonsvile Mine,Germanium,Mississippi Valley-type,36.19693639,-85.93440203,United States of America,Tennessee
Point (-85.9330555557692719 36.25805555541961667),Cumberland Mine,Germanium,Mississippi Valley-type,36.25805556,-85.93305556,United States of America,Tennessee
Point (-85.9330555557692719 36.25805555541961667),Carthage mineral district,Germanium,Mississippi Valley-type,36.25805556,-85.93305556,United States of America,Tennessee
Point (-85.90662999997448424 36.2242599996992567),Elmwood Mine,Germanium,Mississippi Valley-type,36.22426,-85.90663,United States of America,Tennessee
Point (-113.46458439175626154 39.85815292591684056),Crypto Project,Indium,"Zn-Cu Skarn
",39.85815293,-113.4645844,United States of America,Utah
Point (48.89099999995011103 -19.40799999999995862),Ampangadiatany,Graphite,Crystalline Graphite,-19.408,48.891,Madagascar,
Point (82.3019999998002163 17.04000000039974339),Andhra Pradesh,Titanium,Sedimentary related,17.04,82.302,India,
Point (-112.54400000009991345 46.02000000039976157),Butte (Lexington Mine),Beryllium,Pegmatite,46.02,-112.544,United States of America,Montana
Point (-66.60589402618830945 -19.5132380614873),Carguaicollo,Indium,Polymetallic Sn veins,-19.51323806,-66.60589403,Bolivia,
Point (-66.00508012204994657 -20.9254481684981215),Chorolque,Indium,Polymetallic Sn veins,-20.92544817,-66.00508012,Bolivia,
Point (-66.07646395244938731 -18.67685751855958642),Colquechaca,Indium,Polymetallic Sn veins,-18.67685752,-66.07646395,Bolivia,
Point (-67.02229970276903259 -17.35030800730862666),Colquiri,Indium,Polymetallic Sn veins,-17.35030801,-67.0222997,Bolivia,
Point (-69.14001999772466434 -17.20754034740906491),Comanche,Indium,Polymetallic Sn veins,-17.20754035,-69.14002,Bolivia,
Point (-66.61184267909629853 -22.89445215064620243),Pirquitas,Indium,Polymetallic Sn veins,-22.89445215,-66.61184268,Argentina,
Point (-66.64158594183771811 -20.38412078984254094),Pulacayo,Indium,Polymetallic Sn veins,-20.38412079,-66.64158594,Bolivia,
Point (-65.547033878710522 -19.68217979346263746),Reserva,Indium,Polymetallic Sn veins,-19.68217979,-65.54703388,Bolivia,
Point (-66.26087218090640363 -21.29426462451277757),San Vincente,Indium,Polymetallic Sn veins,-21.29426462,-66.26087218,Bolivia,
Point (-66.29061544274844664 -20.91949951648945216),Siete Suyos-Animas,Indium,Polymetallic Sn veins,-20.91949952,-66.29061544,Bolivia,
Point (-66.11215586719947623 -21.19908618427996316),Tatasi,Indium,Polymetallic Sn veins,-21.19908618,-66.11215587,Bolivia,
Point (99.13312694655138557 25.4204312413087905),Hetaoping,Germanium,Skarn,25.42043124,99.13312695,China,
Point (99.45673364334300004 26.58160821214931957),Jinding,Germanium; Gallium,Sandstone-hosted; Ga in Clastic-dominated Pb-Zn,26.58160821,99.45673364,China,
Point (98.86662731389947112 23.80239775735066132),Luziyuan,Germanium,Skarn,23.80239776,98.86662731,China,
Point (-163.05676617941563222 68.1946617732223217),Wulik prospect,Germanium,Sedimentary exhalative Pb-Zn,68.19466177,-163.0567662,United States of America,Alaska
Point (-163.06057331720478487 68.18419214475176204),Oak showing,Germanium,Sedimentary exhalative Pb-Zn,68.18419214,-163.0605733,United States of America,Alaska
Point (-163.17002852369736843 68.11566366724451882),Su-Lik deposit,Germanium,Sedimentary exhalative Pb-Zn,68.11566367,-163.1700285,United States of America,Alaska
Point (-114.17340100015599091 36.35187200029264432),Tramp Ridge area,Indium,Kipushi Zn-Pb-Cu,36.351872,-114.173401,United States of America,Nevada
Point (-114.18649499964448069 36.27248400043635002),Gold Butte area,Indium,Kipushi Zn-Pb-Cu,36.272484,-114.186495,United States of America,Nevada
Point (30.50579175118843978 -23.9877299490778455),Romotshidi,Indium,Volcanogenic Massive Sulfide,-23.98772995,30.50579175,South Africa,
Point (30.6928173863133793 -23.88993410127773132),Solomons,Indium,Volcanogenic Massive Sulfide,-23.8899341,30.69281739,South Africa,
Point (48.94499999995008466 -19.3410000003497089),Vatomandry-Area,Graphite,Crystalline Graphite,-19.341,48.945,Madagascar,
Point (81.38333329999187526 50.40000000009996484),Rudny-Altai Area,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",50.4,81.3833333,Kazakhstan,
Point (101.28399999960038258 30.28899999975021728),Jiajika,Beryllium; Lithium,Pegmatite,30.289,101.284,China,
Point (27.06900000024984365 -18.32900000024977771),Kamativi,Beryllium; Tin; Lithium,Pegmatite; Hydrothermal,-18.329,27.069,Zimbabwe,Matabeleland North Province
Point (-63.41399999990005654 50.55600000039976294),Lac Tio,Titanium; Vanadium,Massif anorthosite; Vanadiferous Titanomagnetite,50.556,-63.414,Canada,
Point (8.06299999985014892 51.12899999965031839),Meggen,Barite; Gallium,Bedded-sedimentary; Ga in Clastic-dominated Pb-Zn,51.129,8.063,Germany,
Point (39.39900000024988458 -16.69999999980012717),Moma,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,-16.7,39.399,Mozambique,
Point (-44.99599999980011944 61.19799999960036985),Motzfeldt,Beryllium; Niobium and Tantalum,Non-pegmatite; Alkaline granite and syenite,61.198,-44.996,Greenland,
Point (139.47200000029988587 -20.56999999980013172),Mount Isa,Gallium; Cobalt,Ga and Co in Clastic-dominated Pb-Zn,-20.57,139.472,Australia,
Point (136.87799999980018129 -30.43300000044962417),Olympic Dam,Cobalt; Tellurium,Iron oxide-Cu-Au(Ag-U-REE-Co-Ni),-30.433,136.878,Australia,
Point (58.64999999980022949 51.18999999960033165),Orsk,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",51.19,58.65,Russia,
Point (118.90200000039976658 -21.07099999995000417),Pilgangoora,Beryllium; Lithium,Pegmatite,-21.071,118.902,Australia,
Point (43.66900000034979712 -22.9499999999000579),Ranobe,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,-22.95,43.669,Madagascar,
Point (32.34700000034979439 -28.5810000000499258),Richards Bay,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,-28.581,32.347,South Africa,
Point (145.53899999965028655 -41.77399999980008261),Rosebery,Barite; Gallium,"Bedded-volcanic; Ga in Volcanogenic Massive Sulfide, Kuroko type",-41.774,145.539,Australia,
Point (83.92138888888615611 22.55833333301694665),Sargipali,Gallium,Ga in Clastic-dominated Pb-Zn,22.55833333,83.92138889,India,
Point (15.00399999990014521 68.65499999995012104),Selvag,Vanadium,Vanadiferous Titanomagnetite,68.655,15.004,Norway,
